issueKey;title;resolution;status;assignee;createdDateEpoch;resolvedDateEpoch;type;attachments;brokenBy;description;comments;
BCEL-13;[BCEL-13] ConstantPoolGen.lookupClass(String) finds LAST entry rather than first;Fixed;Resolved;Apache Commons Developers;1047778976000;1141967011000;Bug;[];[];[I have discovered a class file that has multiple CONSTANT_Class entries in the ConstantPool that point to the same CONSTANT_Utf8 class name string. The ConstantPoolGen.lookupClass(String) method seems to return the index for the LAST of the two CONSTANT_Class entries instead of the first. Details are available from: http://www.markcrocker.com/~mcrocker/Computer/Purifier/wrongClassrefIssue.shtml This is a problem because I am attempting to create pure Java J2ME preverifier (The Purifier: http://www.markcrocker.com/~mcrocker/Computer/Purifier/). Ideally, it should produce the same StackMaps as SUN's preverifier. However, in the case of this unusual class, it cannot because it uses BCEL and BCEL's lookupClass produces a different index than SUN's preverifier for the particular class that happens to have two possible indecies.];[The fix is quite simple. Basically, the class_table is stored in a HashMap. HashMaps assume that there is only one entry per key, which is not the case in these bizarre obfuscated classes. The solution is to check to see if the key exists already before put'ing another one. This explains why BCEL's ConstantPoolGen.lookupClass(String) was always finding the LAST case, rather than the first. The fix is: original line 118: class_table.put(u8Bytes, new Index). suggested replacement: String u8Bytes = u8.getBytes(). if (!class_table.containsKey(u8Bytes)) { class_table.put(u8Bytes, new Index(i)). } Note that this problem occurs with ALL of the HashMaps that are used to store non-trivial types in the ConstantPoolGen class. This fix should be applied to all of those cases as well. Oops, sorry. Previous comment had a typo. Should have been: original line 118: class_table.put(u8.getBytes(), new Index). Of course, the same could be said for addClass_, but then that would go against the seemingly explicit wishes of the client code. I think I would vote for requiring the client code to filter the passed in array of Constants. public ConstantPoolGen(Constant[] cs) { } So what do we do about this? Mark as WONTFIX? i could go either way. the suggested fix probably won't hurt anything. I've applied that pattern to all maps in that class (or should be do that in other classes as well?). Please cross-check.];
BCEL-14;[BCEL-14] Size of LDC_W's operand can be incorrect;Fixed;Resolved;Apache Commons Developers;1048607004000;1108498240000;Bug;[patch];[];[When MethodGen read LDC_W whose index is less than 256 and dumps it, the size of its operand becomes incorrect. LDC_W's setIndex method can change both the opcode and the length. But after the invocation initFromFile method change the opcode OR the length. And its dump method determines the operand's size by the length. As a result that can make a mismatch b/w an opcode and an operand. LDC_W.java 1.1.1.1 and 1.3 has this problem. A scenario(in case of LDC_W.java 1.3): 1. Suppose a LDC_W whose index is less than 256 2. initFromFile method sets the opcode to LDC_W and the length to 2. 3. dump method writes a LDC_W but it writes a byte as the operand. I think that 1.2 has no problem. Another solution is as follows. — LDC_W.java.1.1.1.1 Sat Dec 15 21:40:41 2001 +++ LDC_W.java Wed Mar 26 00:36:01 2003 @@ -82,6 +82,6 @@ throws IOException { setIndex(bytes.readUnsignedShort()). - length = 3. + //length = 3. } }];[Attachment patch has been added with description: patch against 1.4 to fix the length issue One example is the JDK 1.4 compiled java.math.BigInteger. If you run: `javap -c java.math.BigInteger | grep ldc_w` you will find several examples of LDC_W operands with sub-256 indices: 401: ldc_w #268. //int 2147483647 1835: ldc_w #435. //String 0000000[..] 2691: ldc_w #259. //int 1162261467 2702: ldc_w #260. //int 1220703125 2709: ldc_w #247. //int 362797056 2716: ldc_w #267. //int 1977326743 2729: ldc_w #248. //int 387420489 2736: ldc_w #258. //int 1000000000 ... Without the above patch, a BCEL lifted and regenerated BigInteger will generate the following broken classfile: 434: ldc_w #268. //int 2147483647 1868: ldc_w #435. //String 0000000[..] 2724: ldc_w #259. //int 1162261467 2735: ldc_w #260. //int 1220703125 2742: ldc_w #63311. //BOGUS_TAG:100 <Incorrect CP index:63311> 2748: ldc_w #267. //int 1977326743 2761: ldc_w #63567. //BOGUS_TAG:100 <Incorrect CP index:63567> 2767: ldc_w #258. //int 1000000000 ... Note that 63311 = 247*256 + 79, and the instruction following the ldc_w is an iastore (opcode 79). Related to 29903 and 29275 The patch to BCEL-47 seems to have addressed this issue, in at least one example. Please repost if the problem still exists.];
BCEL-16;[BCEL-16] Justice claims an error when a class is modified by bcel in specific circumstances;Duplicate;Resolved;Apache Commons Developers;1049442442000;1100631940000;Bug;[];[];[With the folowwing class method : public void test (int i) { try { }catch (Exception ex) { } }];[BCEL-17 has been marked as a duplicate of this bug. *** This bug has been marked as a duplicate of 18696 ***];
BCEL-17;[BCEL-17] Justice claims an error when a class is modified by bcel in specific circumstances;Duplicate;Resolved;Apache Commons Developers;1049442442000;1100631940000;Bug;[];[];[With the folowwing class method : public void test (int i) { try { }catch (Exception ex) { } }];[This bug has been marked as a duplicate of 18691 ***];
BCEL-18;[BCEL-18] Justice claims an error when a class is modified by bcel in specific circumstances;Invalid;Resolved;Apache Commons Developers;1049442442000;1100631940000;Bug;[];[];[With the folowwing class method : public void test (int i) { try { }catch (Exception ex) { } }];[];
BCEL-19;[BCEL-19] Justice claims an error when a class is modified by bcel in specific circumstances;Invalid;Resolved;Apache Commons Developers;1049443677000;1331480018000;Bug;[];[];[When modifying a class having the following kind of method : public int test(int i) { try { int z = i + 1. return z. } catch (Exception ex) { System.out.println(ex). } return 0. } Justice fires an error because the end scope of the variable z and the start scope of ex is the same. As they are generated with the same slot , we fall in verification error. The end scope of the z method is wrong. It seems that this is due to the method public LocalVariable getLocalVariable(ConstantPoolGen cp) { ... } in org/apache/bcel/generic/LocalVariableGen.java , look at : if(length > 0) length += end.getInstruction().getLength(). just before executing this, the length is correct. but as we executed it the variable scope became wrong Is it a too much restrictive control from JustIce ot is this a real problem in bcel ?];[BCEL-16 has been marked as a duplicate of this bug. *** Sounds like a justice problem to me No feedback in many years. Re-open with further details if still a problem with current version of Bcel];
BCEL-20;[BCEL-20] InstructionList.copy() fails with Select instruction.;Fixed;Resolved;Apache Commons Developers;1049550486000;1109024498000;Bug;[];[];[The implementation of InstructionList.copy() works on the internal targets fields of the select instructions: (InstructionList.java line 1110) InstructionHandle[] itargets = ((Select)bi).getTargets(). InstructionHandle[] ctargets = ((Select)bc).getTargets(). But because bc is created from bi by cloning bi, both refer to the same target array. Changing ctargets also changes itargets. The reason for this is, that Select does not override clone. The following patch fixes this problem: Index: Select.java =================================================================== RCS file: /home/cvspublic/jakarta-bcel/src/java/org/apache/bcel/generic/Select.java,v retrieving revision 1.2 diff -u -r1.2 Select.java — Select.java 26 Apr 2002 09:30:11 -0000 1.2 +++ Select.java 5 Apr 2003 13:37:54 -0000 @@ -227,6 +227,16 @@ return false. } + protected Object clone() throws CloneNotSupportedException { + Select result = (Select) super.clone(). + + result.match = (int[]) result.match.clone(). + result.indices = (int[]) result.indices.clone(). + result.targets = (InstructionHandle[]) result.targets.clone(). + + return result. + } + /** Inform targets that they're not targeted anymore. */];[Applied to SVN, thanks.];
BCEL-21;[BCEL-21] Annoying print statement in org.apache.bcel.classfile.Signature;Fixed;Resolved;Apache Commons Developers;1050355499000;1106775665000;Bug;[];[];[The implementation of the accept(Visitor) method of org.apache.bcel.classfile.Signature contains an unconditional print statement to System.err saying "Visiting non-standard Signature object". Since a lot of people are using GJ, and it will soon become a standard part of the Java language, this print statement should be removed.];[Fixed in Rev 1.4 of org.apache.bcel.classfile.Signature.java by mdahm.];
BCEL-22;[BCEL-22] JavaClass.getAllInterfaces() can throw NullPointerException when classpath is incomplete;Fixed;Resolved;Apache Commons Developers;1050502321000;1109618467000;Bug;[];[];[This bug affects revision 1.13 of JavaClass.java. The org.apache.bcel.classfile.JavaClass.getAllInterfaces() method calls JavaClass.getInterfaces(), which uses a Repository to look up the class's interfaces. If any of the interfaces are not found, then getInterfaces() returns null. However, getAllInterfaces() tries to dereference this null reference, leading to the exception. A simple fix would be to return a zero-length array from getInterfaces() in the case where a repository lookup fails. A better fix would be to have getInterfaces() throw the ClassNotFoundException out of the method. In general, I think repository lookup failures should be propagated as much as possible, so the program using BCEL can detect them. Right now there is a println() to System.err in getInterfaces(), which is not a very useful way to report the failure.];[This analysis, imo, is completely accurate. getInterfaces() should throw an exception if the repository fails, and by association, getAllInterfaces(), as well. Of course this means changing the public signature and potentially causing incompatibilities with current clients. My vote would be to make that change now anyway, as it is a bad problem, but wonder what others think? This appears to have already been committed.];
BCEL-23;[BCEL-23] Repository ignores classes that have been added to it;Fixed;Resolved;Apache Commons Developers;1050601521000;1121538993000;Bug;[SyntheticRepository.patch, correct-trace.txt, repos-bug.txt];[];[I'm using the org.apache.bcel.Repository class to do class hierarchy tests (finding out if one class is an instance of another, etc.) My program uses Repository.addClass() to add all of the classes in an analyzed application to the repository. Some of the classes in the analyzed application extend or implement types in external jar files: for example, java.io.Serializable in the rt.jar from the JDK. The problem, as far as I can tell, is that org.apache.bcel.classfile.JavaClass.getInterfaces() calls loadClass() on its internal org.apache.bcel.util.Repository object to convert interface references to the JavaClass objects for those interfaces. As implemented in SyntheticRepository, the loadClass() method ignores all currently loaded classes. Because the application classes are not part of the runtime CLASSPATH, they are reported as missing. I will attach a stack trace showing the problem to this bug report. Note that the class reported as missing (edu.umd.cs.pugh.visitclass.Constants2) is in the repository. One thing that seems confusing to me is that the org.apache.bcel.util.Repository class does not have a method which looks in both the internal cache to find a class, and if that fails tries to load the class from an external source.];[Attachment repos-bug.txt has been added with description: stack trace showing a bug in resolution of a class in the Repository Oops, please ignore the first attached file. That shows failure to resolve a class that is neither in the Repository nor the classpath. The second attached file is the correct one. it shows a class that is definitely in the Repository. If you examine that stack trace, you will see that at no point does BCEL try to look for the class in the Repository. Attachment correct-trace.txt has been added with description: this is the CORRECT stack trace showing the problem Attachment SyntheticRepository.patch has been added with description: Here is a simple fix for the problem this patch appears to have been already applied.];
BCEL-24;[BCEL-24] ANEWARRAY does not implement StackConsumer;Fixed;Resolved;Apache Commons Developers;1051393384000;1113802818000;Bug;[];[];[The title says all. ANEWARRAY should implement StackConsumer];[This was reported, like, two years ago... Does anybody take care of this project at all? agreed, fixed. Thanks.];
BCEL-25;[BCEL-25] Repository.instanceOf() can throw NullPointerException;Fixed;Resolved;Apache Commons Developers;1051710451000;1109618288000;Bug;[];[];[org.apache.bcel.Repository.instanceOf(JavaClass clazz, JavaClass super_class) can throw NullPointerException. Here's how: 1. instanceOf(String, String) is called 2. it calls lookupClass(String) using "clazz" as a parameter 3. in lookupClass(String), the inner _repository object throws a ClassNotFoundException, so lookupClass() returns null 4. instanceOf(String, String) calls instanceOf(JavaClass, JavaClass) with the first parameter null 5. instanceOf(JavaClass, JavaClass) invokes instanceOf(JavaClass) on its first parameter, resulting in a NullPointerException];[This appears to have already been committed.];
BCEL-26;[BCEL-26] StackMapType.printIndex fails if index is -1;Fixed;Resolved;Apache Commons Developers;1052436705000;1108063863000;Bug;[];[];[There are circumstances where a StackMapType might have an index of -1. Unfortunately, the printIndex method in StackMapType has problems with this. The fix is simple: Original code: private String printIndex() { if(type == Constants.ITEM_Object) return ", class=" + constant_pool.constantToString(index, Constants.CONSTANT_Class). else if(type == Constants.ITEM_NewObject) return ", offset=" + index. else return "". } Proposed fix: private String printIndex() { if(type == Constants.ITEM_Object) { if(index == -1) { return ", class=<unknown>". } else { return ", class=" + constant_pool.constantToString(index, Constants.CONSTANT_Class) + "(" + index + ")". } } else if(type == Constants.ITEM_NewObject) { if(index == -1) { return ", offset=<unknown>". } else { return ", offset=" + index. } } else { return "". } } One could also argue that the ConstantPool.constantToString methods should be fixed as well, though it could also be argued that such cases should fail. In the case of StackMapType.printIndex, the case is much clearer. P.S. While I'm at this, Bugzilla for BCEL doesn't have an option to select version 5.1 of BCEL. This particular bug is in both 5.0 and 5.1.];[Applied to SVN, thanks! Applied to SVN, thanks!];
BCEL-28;[BCEL-28] Mistake in "Peephole optimizer" example at http://jakarta.apache.org/bcel/manual.html;Fixed;Closed;Apache Commons Developers;1067531307000;1173512488000;Bug;[];[];[The example "Peephole optimizer" (at http://jakarta.apache.org/bcel/manual.html) has the following code: InstructionHandle[] match = (InstructionHandle[])e.next(). This is wrong. The variable "e" should be written as "i". In other words, it should be changed to: InstructionHandle[] match = (InstructionHandle[])i.next().];[Please ignore my previous comment. This class have some other mistakes also. Please fix all the bugs and try to compile it. I know this was literally years ago ...but do you remember what you meant with "This class have some other mistakes also" I meant if we change InstructionHandle[] match = (InstructionHandle[])e.next(). to InstructionHandle[] match = (InstructionHandle[])i.next(). we still have another error "Duplicate Parameter e" at the line } catch(TargetLostException e) { So we should change that variable name to something else (e.g. "it") for (Iterator it = f.search(pat). it.hasNext() { InstructionHandle[] match = (InstructionHandle[]) it.next(). This should be fixed. http://svn.apache.org/viewvc/jakarta/bcel/trunk/src/site/xdoc/manual.xml?sortdir=down&view=log];
BCEL-29;[BCEL-29] ReferenceType.getFirstCommonSuperclass: Does not recognize UninitializedObjectType;Unresolved;Open;Apache Commons Developers;1067561368000;0;Bug;[];[];[Here's a little gem that causes BCEL's verifier to crash: (Compile the following with the bytecode assembler Jasmin) .class public Test47.super java/lang/Object.method public foo(B)V.limit stack 10.limit locals 10iload_1ifne ELSE_0new java/io/BufferedInputStreamgoto ENDIF_0ELSE_0:new java/io/FilterInputStreamENDIF_0:popreturn.end method The error generated is as follows: Exception in thread "main" org.apache.bcel.verifier.exc.AssertionViolatedException: INTERNAL ERROR: Some RuntimeException occured while verify()ing class 'Test47', method 'public void foo(byte arg1)'. Original RuntimeException's stack trace:---java.lang.ClassCastException        at org.apache.bcel.generic.ReferenceType.getFirstCommonSuperclass(ReferenceType.java:256)        at org.apache.bcel.verifier.structurals.OperandStack.merge(OperandStack.java:254)        at org.apache.bcel.verifier.structurals.ControlFlowGraph$InstructionContextImpl.mergeInFrames(ControlFlowGraph.java:246)        at org.apache.bcel.verifier.structurals.ControlFlowGraph$InstructionContextImpl.execute(ControlFlowGraph.java:189)        at org.apache.bcel.verifier.structurals.Pass3bVerifier.circulationPump(Pass3bVerifier.java:228)        at org.apache.bcel.verifier.structurals.Pass3bVerifier.do_verify(Pass3bVerifier.java:342)        at org.apache.bcel.verifier.PassVerifier.verify(PassVerifier.java:108)        at org.apache.bcel.verifier.Verifier.doPass3b(Verifier.java:133)        at ClassVerifier.verify(ClassVerifier.java:33)        at ClassInfo.verify(ClassInfo.java:51)        at Main.main(Main.java:7)---        at org.apache.bcel.verifier.structurals.Pass3bVerifier.do_verify(Pass3bVerifier.java:356)        at org.apache.bcel.verifier.PassVerifier.verify(PassVerifier.java:108)        at org.apache.bcel.verifier.Verifier.doPass3b(Verifier.java:133)        at ClassVerifier.verify(ClassVerifier.java:33)        at ClassInfo.verify(ClassInfo.java:51)        at Main.main(Main.java:7) It appears that ReferenceType.getFirstCommonSuperclass() is not designed to handle the org.apache.bcel.verifier.structurals.UninitializedObjectType ReferenceType that is used by BCEL's verifier.];[Right. The UninitializedObjectType was invented to be used internally in JustIce. The idea was not to go out with it and ask BCEL about its superclass. Oh lord. So why is it exposed is the question then?!];
BCEL-30;[BCEL-30] ReturnaddressType.equals() fails with NullPointerException;Fixed;Resolved;Apache Commons Developers;1067561649000;1108063425000;Bug;[];[];[When a ReturnaddressType is compared with another ReturnaddressType whose returnInstruction is null, a NullPointerException is encountered. Try the following: ReturnaddressType.NO_TARGET.equals(ReturnaddressType.NO_TARGET) Stack Trace: Exception in thread "main" java.lang.NullPointerException at org.apache.bcel.generic.ReturnaddressType.equals(ReturnaddressType.java:93) ...];[This was fixed in r152860 on 2003-07-28];
BCEL-31;[BCEL-31] Verification failure when nested finally blocks;Fixed;Resolved;Apache Commons Developers;1067653174000;1100631941000;Bug;[];[];[The following code will not pass that JustIce verifier. Code was compiled with Sun's standard compiler (v 1.4.1). SOURCE CODE: public class Test55 { public void foo(int arg0, int arg1) { try { try { arg0 /= arg1. } finally { arg0 = arg0. } } finally { arg1 = arg1. } } } OUTPUT: Verifying: Test55 Verification Errors: #0: Constraint violated in method 'public void foo(int arg1, int arg2)': Subroutine instruction ' 16: astore[58](2) 4' is protected by an exception handler, 'CodeExceptionGen( 0: iload_1[27](1), 22: jsr[168](3) -> astore 6, 28: astore[58](2) 5)'. This is forbidden by the JustIce verifier due to its clear definition of subroutines. Verification failed];[This is NOT a bug. It's an intended incompatibility with Sun's verifier that will be present as long as Sun does not correctly specify what exactly the verifier should do in this situation. Remember JustIce is a cleanroom implementation, so I will not look into Sun's code to find out what they do. They should update their "vmspec2" book. Please read my paper on JustIce for details - this incompatibility is sort of a "core" of the 'subroutine' definition I made up on my own since Sun did not. Enver];
BCEL-33;[BCEL-33] PUTFIELD error msg wrong;Duplicate;Resolved;Apache Commons Developers;1067856711000;1141968211000;Bug;[];[];[[reported by Luca Martini] <luca.martini@iet.unipi.it> It seems that I found a minor inaccuracy in an error message. in org.apache.bcel.verifier.structurals.InstConstraintVisitor.java you wrote: public void visitPUTFIELD(PUTFIELD o){ [snip] if (! ( objreftype.equals(curr) || objreftype.subclassOf(curr) ) ) { constraintViolated(o, "The referenced field has the ACC_PROTECTED modifier, and it's a member of the current class or a superclass of the current class. However, the referenced object type '"+stack().peek()+"' is not the current class or a subclass of the current class."). } } } but I think the referenced object type is not at the top of the stack but, next to it. However, even if this check is done only on protected field (as stated in vmspec) the Standard Verifier checks it even for public fields (and it seems reasonable). You can try the stupid enclosed example (in Jasmin syntax): in this case I substituted the putfield object reference of type with a reference of type B. JustIce signals no error while the native verifier reports: Exception in thread "main" java.lang.VerifyError: (class: A, method: m signature: (ILB.)V) Incompatible type for getting or setting field];[So you are saying the refrence is the second on the stack and we should only check on protected fields? This bug has been marked as a duplicate of 24351 ***];
BCEL-34;[BCEL-34] PUTFIELD check erroneous;Unresolved;In Progress;Apache Commons Developers;1067857004000;0;Bug;[LUCA.tar];[];[[reported by Luca Martini] luca.martini@iet.unipi.it However, even if this check is done only on protected field (as stated in vmspec) the Standard Verifier checks it even for public fields (and it seems reasonable). You can try the stupid enclosed example (in Jasmin syntax): in this case I substituted the putfield object reference of type with a reference of type B. JustIce signals no error while the native verifier reports: Exception in thread "main" java.lang.VerifyError: (class: A, method: m signature: (ILB.)V) Incompatible type for getting or setting field I think I was wrong saying: ~~> However, even if this check is done only on protected field (as stated in ~~> vmspec) the Standard Verifier checks it even for public fields (and it seems ~~> reasonable). The example I send to you gives an error while checking that the value stored by the putfield is compatible with the descriptor of the reference field. Is it this check in Justice? It seems not.];[Attachment LUCA.tar has been added with description: Test case by Luca Martini this sounds like a duplicate of http://issues.apache.org/bugzilla/show_bug.cgi?id=24350 BCEL-33 has been marked as a duplicate of this bug. *** Let's continue here];
